CustomerID,Income,Monthly,Default
98,22229.0,1182,0
99,22701.0,914,1
100,24167.0,1093,0
101,22698.0,1919,1
102,22006.0,1555,1
103,19297.0,1388,1
104,,1157,0
105,26000.0,1611,0
106,24512.0,1601,0
107,23893.0,1867,1
108,25231.0,1678,0
109,24499.0,1771,1
110,23903.0,1938,1
111,21140.0,1591,1
112,24174.0,981,0
113,22693.0,1445,0
114,24653.0,1158,0
115,24655.0,670,0
116,,1637,0
117,26905.0,1541,0
118,29505.0,971,0
119,23514.0,1783,1
120,22657.0,1798,0
121,,1210,1
122,31552.0,1615,0
123,23560.0,1514,0
124,17918.0,1330,0
125,,1206,0
126,,1579,0
127,,1642,1
128,20160.0,1496,1
129,28615.0,1528,0
130,26722.0,1267,0
131,27295.0,1502,1
132,29074.0,1339,0
133,23111.0,1801,1
134,20306.0,1090,0
135,23148.0,1924,1
136,26054.0,1598,0
137,18531.0,1560,0
138,23005.0,1203,0
139,23521.0,1716,1
140,25561.0,1603,0
141,24312.0,1406,1
142,23467.0,1355,0
143,19896.0,1939,1
144,24572.0,1819,1
145,27665.0,1952,0
146,,1573,0
147,25593.0,1500,1
148,23776.0,1127,0
149,28659.0,1749,0
150,25035.0,1584,0
151,25455.0,1705,0
152,29310.0,1217,0
153,25476.0,1596,0
154,22526.0,1580,0
155,28376.0,1644,1
156,,1399,0
157,27181.0,864,0
158,29113.0,1878,0
159,24492.0,1688,0
160,25785.0,960,0
161,25590.0,1588,0
162,23923.0,1582,0
163,20875.0,1309,0
164,22338.0,1372,0
165,22921.0,2244,1
166,21403.0,1374,0
167,26232.0,1317,0
168,20566.0,1944,1
169,22838.0,2104,1
170,24859.0,1686,0
171,24026.0,1868,1
172,,1787,0
173,26813.0,1204,0
174,26154.0,1209,1
175,,1720,0
176,21663.0,1794,0
177,22407.0,2388,1
178,24241.0,1105,0
179,25834.0,1354,0
180,25060.0,1528,0
181,24173.0,1073,0
182,21932.0,1097,0
183,25970.0,1507,0
184,,1326,0
185,,1038,0
186,21049.0,1040,0
187,21405.0,999,0
188,24951.0,1179,0
189,23371.0,1642,0
190,24306.0,2073,1
191,25665.0,1435,0
192,24529.0,1183,0
193,22137.0,1334,0
194,23971.0,1287,0
195,25679.0,1279,0
196,23539.0,1879,1
197,22878.0,2150,0
198,26111.0,1830,0
199,21763.0,1322,0
200,23213.0,1553,0
201,19880.0,1497,0
202,25559.0,1237,0
203,24904.0,1421,0
204,27281.0,1172,0
205,21605.0,1631,1
206,24792.0,1136,0
207,23459.0,1448,0
208,25317.0,917,0
209,20592.0,1825,0
210,25974.0,1457,0
211,26311.0,1622,0
212,25410.0,2046,1
213,23262.0,1395,0
214,22470.0,1358,0
215,24900.0,1754,1
216,24319.0,1763,1
217,25569.0,1965,1
218,27209.0,1148,0
219,26358.0,1136,0
220,28395.0,1555,0
221,24061.0,1959,0
222,23691.0,1473,0
223,24523.0,2169,0
224,,2065,0
225,18796.0,1756,1
226,,2113,1
227,28827.0,1150,0
228,23288.0,1844,1
229,25976.0,958,0
230,17171.0,1891,0
231,18850.0,1429,1
232,20403.0,1432,1
233,23050.0,1771,1
234,25415.0,1780,0
235,27415.0,1329,0
236,22599.0,1224,0
237,,1274,0
238,23946.0,1787,1
239,25629.0,1078,0
240,24833.0,1698,0
241,26406.0,1329,0
242,,1660,1
243,23967.0,1343,0
244,21630.0,2320,1
245,23881.0,2048,1
246,16447.0,1168,1
247,24638.0,1504,0
248,21531.0,1859,1
249,28005.0,1583,0
250,23551.0,1885,1
251,20033.0,2074,1
252,26297.0,723,0
253,23469.0,1332,0
254,25638.0,1499,0
255,20767.0,1139,0
256,25895.0,1632,1
257,24829.0,1251,0
258,24625.0,1066,1
259,,949,0
260,20941.0,1524,1
261,27189.0,1431,0
262,21941.0,1266,0
263,27280.0,2027,1
264,26443.0,1063,0
265,25312.0,1687,0
266,27043.0,1449,0
267,27102.0,1148,1
268,21862.0,1841,1
269,22526.0,1519,0
270,23596.0,1909,1
271,23576.0,1267,0
272,,1258,1
273,22880.0,1662,1
274,30262.0,1420,0
275,25471.0,1488,1
276,27244.0,1087,0
277,23276.0,1864,1
278,22462.0,1599,0
279,24344.0,1506,0
280,24802.0,1713,0
281,22862.0,1173,0
282,23990.0,1592,0
283,24746.0,1853,0
284,27245.0,1526,1
285,27891.0,1243,0
286,23511.0,1428,0
287,21602.0,1560,1
288,24365.0,1172,0
289,,1764,0
290,25097.0,1375,0
291,26757.0,1669,0
292,,1466,0
293,20175.0,1450,1
294,26853.0,1868,0
295,23131.0,1384,0
296,23001.0,1585,0
297,22297.0,1650,1
298,19852.0,1872,0
299,26159.0,1586,0
300,21259.0,1387,0
301,22964.0,1466,0
302,20340.0,977,0
303,22518.0,1494,0
304,23703.0,1543,0
305,22519.0,2357,1
306,24115.0,1480,0
307,19856.0,1304,0
308,31022.0,1669,0
309,23237.0,1815,1
310,26802.0,1757,0
311,30556.0,2067,0
312,23087.0,1438,0
313,21744.0,1602,1
314,21138.0,1600,1
315,23920.0,2024,1
316,23544.0,1413,0
317,17965.0,2099,1
318,25209.0,1554,0
319,24798.0,1361,0
320,,993,0
321,,1253,0
322,29874.0,2178,1
323,24772.0,1272,0
324,22235.0,1692,1
325,18999.0,1233,0
326,27937.0,1270,0
327,20362.0,1595,1
328,24067.0,1521,0
329,25288.0,1564,0
330,24175.0,1145,0
331,22815.0,1186,0
332,25633.0,1535,1
333,21693.0,1894,0
334,25752.0,1610,0
335,24207.0,1317,0
336,26537.0,1026,0
337,27285.0,1696,0
338,29914.0,1353,0
339,19521.0,1030,0
340,23457.0,1735,1
341,25091.0,1948,1
342,25597.0,1800,1
343,,1035,0
344,22683.0,1459,0
345,24681.0,1317,0
346,20647.0,557,1
347,23639.0,1962,1
348,25709.0,1087,1
349,25462.0,1276,0
350,22442.0,1634,1
351,23434.0,1595,0
352,29722.0,1528,0
353,27009.0,996,0
354,18757.0,1413,0
355,24082.0,1404,0
356,25712.0,1664,0
357,23696.0,1461,0
358,23355.0,1444,0
359,24603.0,1026,0
360,22142.0,1443,0
361,23076.0,1544,0
362,25606.0,1685,0
363,25666.0,1339,0
364,22876.0,913,0
365,25363.0,1403,0
366,28652.0,1452,0
367,,1327,0
368,23282.0,1673,1
369,27078.0,2085,1
370,24567.0,1943,1
371,25094.0,1579,0
372,23359.0,1166,1
373,26436.0,1801,0
374,24036.0,1913,1
375,22399.0,1903,1
376,30241.0,1656,1
377,26871.0,1351,0
378,28641.0,1442,0
379,26563.0,1023,0
380,24595.0,1788,1
381,28149.0,1781,0
382,18978.0,1253,0
383,22390.0,1516,0
384,21070.0,1163,0
385,,1012,0
386,,1479,0
387,24059.0,1615,1
388,25751.0,1031,1
389,25775.0,1477,0
390,24377.0,1779,0
391,17593.0,1422,1
392,25589.0,1184,0
393,22147.0,885,0
394,,788,0
395,23045.0,1663,1
396,24749.0,1439,0
397,24130.0,1741,1
398,24836.0,1702,0
399,21270.0,1425,0
400,17799.0,1155,0
401,,1147,0
402,24225.0,1753,1
403,22707.0,1530,0
404,23400.0,1282,0
405,21764.0,1663,1
406,22748.0,1578,0
407,23261.0,1702,1
408,25486.0,1547,1
409,29654.0,1362,0
410,21689.0,1941,1
411,23312.0,1233,0
412,24186.0,1392,0
413,24203.0,1614,0
414,25239.0,1322,0
415,25270.0,1732,0
416,18955.0,1296,1
417,19923.0,1493,1
418,,961,0
419,21779.0,1464,0
420,28139.0,1714,0
421,24517.0,1465,0
422,,1850,0
423,25192.0,1522,0
424,20782.0,1243,0
425,,1192,0
426,24917.0,1313,0
427,25406.0,1175,0
428,22481.0,1417,0
429,28789.0,1671,0
430,23132.0,1504,0
431,16818.0,1721,1
432,,1865,1
433,27651.0,1387,0
434,24971.0,1625,0
435,24996.0,1734,1
436,28886.0,1173,0
437,24126.0,1187,0
438,,1283,1
439,,1270,0
440,26775.0,1032,0
441,21038.0,1308,0
442,23130.0,1683,1
443,25645.0,1993,1
444,25470.0,1506,0
445,24593.0,2363,0
446,23220.0,1485,0
447,24954.0,1840,0
448,31378.0,1287,0
449,23002.0,1546,0
450,22224.0,1462,0
451,25640.0,1179,0
452,25246.0,1208,0
453,28298.0,1484,1
454,21350.0,1650,1
455,22280.0,1281,0
456,,1093,0
457,30818.0,1341,0
458,22415.0,1439,1
459,26748.0,1615,0
460,20942.0,1497,1
461,20736.0,1456,1
462,26242.0,1518,0
463,22188.0,1668,0
464,23441.0,1831,1
465,21566.0,1264,0
466,23935.0,1737,1
467,26708.0,1928,0
468,25763.0,1361,0
469,25183.0,1826,1
470,28573.0,1646,0
471,26989.0,1463,0
472,29433.0,1114,0
473,21230.0,1603,1
474,24624.0,1392,0
475,29119.0,1123,0
476,26521.0,1614,0
477,23081.0,1324,0
478,18841.0,1677,1
479,25539.0,1295,0
480,28464.0,958,0
481,22109.0,849,0
482,22990.0,1536,0
483,27683.0,1867,0
484,,1384,0
485,25503.0,1102,0
486,23127.0,1543,0
487,25800.0,1382,0
488,24742.0,1664,0
489,28168.0,1280,0
490,23754.0,1380,0
491,21981.0,1240,0
492,27358.0,1526,0
493,24214.0,1159,0
494,,1158,0
495,27882.0,1249,0
496,21311.0,1272,0
497,21400.0,1151,0
498,24192.0,1464,0
499,22695.0,1637,0
500,21668.0,1855,1
501,23499.0,1635,0
502,26055.0,1267,0
503,26439.0,1590,0
504,,1463,0
505,21341.0,1586,1
506,23940.0,1369,0
507,27828.0,1311,0
508,20790.0,1325,0
509,24653.0,1543,0
510,,1556,1
511,26443.0,1383,0
512,23650.0,1587,0
513,29839.0,1234,0
514,19039.0,1868,0
515,26368.0,1407,0
516,19306.0,1043,0
517,21935.0,834,0
518,23636.0,1199,0
519,24515.0,1481,0
520,25884.0,1244,0
521,22823.0,1180,0
522,,1849,0
523,24923.0,1344,0
524,26260.0,1502,0
525,30249.0,1906,1
526,22368.0,1216,0
527,21007.0,1242,0
528,,1425,0
529,24584.0,1387,0
530,17516.0,1781,1
531,25119.0,1959,1
532,22814.0,1118,0
533,21795.0,924,0
534,18618.0,2274,1
535,23515.0,1312,0
536,23133.0,1640,0
537,21214.0,1794,1
538,21595.0,1095,0
539,24540.0,1474,0
540,22544.0,1787,1
541,26976.0,1051,0
542,25273.0,1702,0
543,22867.0,2093,1
544,19681.0,1089,0
545,26788.0,1419,0
546,25798.0,1426,0
547,22410.0,1411,0
548,28161.0,1958,0
549,26026.0,1768,0
550,26765.0,1758,0
551,26447.0,1510,0
552,26498.0,2245,0
553,22059.0,1670,0
554,23557.0,1780,0
555,29024.0,1555,1
556,,1361,0
557,25991.0,1315,0
558,24801.0,1083,0
559,19872.0,1574,1
560,25524.0,958,0
561,23703.0,1517,0
562,,688,0
563,28535.0,1262,1
564,18608.0,1299,0
565,,1862,1
566,26814.0,1528,0
567,24085.0,1824,1
568,20943.0,1169,0
569,22937.0,1498,0
570,23318.0,1570,0
571,28020.0,1125,0
572,26961.0,1204,0
573,22125.0,1387,1
574,24156.0,1675,0
575,24580.0,1203,0
576,,1952,1
577,22628.0,1868,0
578,19386.0,1500,1
579,22123.0,1604,1
580,23798.0,1710,0
581,29435.0,1046,0
582,25560.0,1202,1
583,22844.0,1504,0
584,25292.0,1181,0
585,26608.0,1581,0
586,23741.0,931,0
587,25321.0,1606,0
588,25406.0,1277,0
589,25189.0,1301,0
590,,1398,1
591,27613.0,1568,0
592,26148.0,1313,0
593,24688.0,1220,0
594,26261.0,1532,0
595,29340.0,1264,0
596,30478.0,1084,0
597,,1395,0
598,22384.0,869,0
599,21490.0,1880,1
600,26019.0,1529,0
601,25616.0,1569,0
602,16620.0,1439,1
603,26602.0,1726,0
604,27747.0,1615,0
605,24827.0,1356,0
606,,2393,0
607,21601.0,1314,0
608,24191.0,1031,0
609,22987.0,1956,1
610,27220.0,1673,0
611,25388.0,1462,0
612,21979.0,1764,0
613,20911.0,1193,0
614,23118.0,1476,1
615,21966.0,1566,1
616,27836.0,1394,0
617,22530.0,1418,0
618,19640.0,1745,1
619,19587.0,1501,1
620,20551.0,1733,1
621,23344.0,1982,1
622,22241.0,2076,1
623,26186.0,1630,0
624,20991.0,1307,0
625,28034.0,1558,0
626,23803.0,1665,1
627,20101.0,1272,0
628,25049.0,1283,0
629,,1409,0
630,27536.0,1512,0
631,30062.0,1279,0
632,25392.0,2016,1
633,,1156,0
634,20392.0,1569,1
635,25620.0,1774,0
636,31128.0,1145,0
637,26932.0,939,0
638,29296.0,1242,0
639,25548.0,1200,0
640,30314.0,1258,0
641,,1750,1
642,22937.0,1667,1
643,24459.0,1804,1
644,,1779,0
645,,1700,0
646,24084.0,2127,1
647,,1440,0
648,28204.0,2008,0
649,27593.0,1433,0
650,29012.0,1135,0
651,24409.0,1531,1
652,,1522,0
653,29404.0,1325,0
654,26237.0,1597,0
655,19999.0,1217,0
656,25210.0,1269,0
657,20406.0,947,0
658,26533.0,1763,1
659,23169.0,1368,0
660,29745.0,1445,1
661,20483.0,1143,0
662,31146.0,1700,0
663,23498.0,1471,0
664,18856.0,1622,1
665,20704.0,1303,0
666,28247.0,909,0
667,22258.0,1310,0
668,23132.0,1204,0
669,21086.0,1568,1
670,26360.0,1233,0
671,24929.0,1134,0
672,21412.0,1296,0
673,20595.0,1654,1
674,25199.0,1294,0
675,25425.0,1665,0
676,24982.0,1594,0
677,23661.0,1485,0
678,,1445,1
679,16565.0,1531,1
680,24244.0,1361,0
681,27234.0,1596,1
682,21145.0,1287,1
683,24779.0,1488,0
684,19920.0,1042,1
685,24185.0,1918,0
686,23666.0,1079,0
687,17838.0,1760,0
688,26423.0,1735,0
689,21071.0,1537,0
690,25536.0,1789,0
691,24966.0,1342,0
692,,1065,0
693,25047.0,1807,1
694,25739.0,1377,0
695,,1464,0
696,23696.0,1747,1
697,26608.0,2109,1
698,,1336,0
699,22879.0,1482,0
700,,1065,0
701,25226.0,1518,0
702,25198.0,1846,0
703,23388.0,947,0
704,23716.0,1385,0
705,24890.0,1483,0
706,25122.0,1107,0
707,23064.0,1335,0
708,26310.0,1175,0
709,23824.0,1297,0
710,27195.0,1668,0
711,28507.0,1043,0
712,24938.0,1416,1
713,27187.0,922,0
714,24463.0,998,0
715,24793.0,1364,0
716,24673.0,1259,1
717,23881.0,1028,1
718,24298.0,1391,0
719,,1252,0
720,23145.0,1618,1
721,22467.0,1177,0
722,26203.0,1605,0
723,18632.0,2102,1
724,27830.0,1370,0
725,26715.0,1215,0
726,,1372,1
727,23523.0,1503,0
728,22718.0,1283,0
729,23829.0,1453,0
730,21176.0,1930,1
731,29708.0,1656,0
732,22063.0,1329,0
733,20510.0,1959,1
734,22821.0,1870,0
735,,1378,0
736,21781.0,1176,0
737,25862.0,1288,1
738,27070.0,1842,1
739,21381.0,1901,1
740,20451.0,1812,1
741,22126.0,1125,0
742,25810.0,1523,0
743,24955.0,937,0
744,17998.0,1428,1
745,15810.0,1730,1
746,21214.0,1747,1
747,21815.0,1459,0
748,23717.0,1730,0
749,31151.0,1708,0
750,29919.0,1416,0
751,28508.0,1588,0
752,24605.0,1150,0
753,20885.0,1221,1
754,,1541,0
755,26995.0,1879,0
756,24610.0,1464,0
757,27290.0,1331,0
758,21161.0,1739,0
759,16572.0,1715,1
760,23853.0,918,0
761,25138.0,1320,0
762,,1632,0
763,24170.0,1230,0
764,21919.0,1177,0
765,18727.0,1531,1
766,27536.0,1291,0
767,22504.0,1168,0
768,22886.0,1584,0
769,22557.0,1480,0
770,20270.0,1646,0
771,18329.0,1511,0
772,,1551,1
773,24713.0,1674,0
774,26939.0,2029,1
775,29069.0,1348,0
776,,1523,0
777,19705.0,1545,0
778,24805.0,1336,0
779,27174.0,1369,0
780,28503.0,1044,0
781,23211.0,1342,0
782,26446.0,1152,0
783,25165.0,1522,0
784,26860.0,1124,0
785,,2024,1
786,24408.0,1588,0
787,23982.0,2053,1
788,26492.0,1708,0
789,25545.0,1429,0
790,27562.0,1387,0
791,24691.0,828,0
792,,1888,1
793,,1731,1
794,21674.0,1676,1
795,24713.0,934,1
796,21762.0,1769,1
797,21740.0,1703,1
798,23832.0,2037,1
799,21239.0,1506,1
800,21375.0,1481,0
801,20653.0,2207,1
802,20175.0,1109,0
803,27522.0,1814,0
804,20821.0,1716,1
805,23204.0,1014,0
806,,1529,0
807,26042.0,1220,0
808,22171.0,1762,1
809,,1508,0
810,27467.0,1882,0
811,25300.0,1423,0
812,25471.0,773,0
813,22548.0,1030,0
814,23939.0,1340,0
815,23194.0,2103,0
816,21062.0,1238,0
817,31159.0,1967,0
818,22767.0,1615,1
819,30136.0,1870,0
820,25097.0,1090,0
821,24046.0,1544,0
822,,1395,0
823,27091.0,1380,0
824,25979.0,1157,0
825,25144.0,1542,0
826,26836.0,1545,0
827,26717.0,1327,0
828,24560.0,1038,0
829,22588.0,1723,1
830,24144.0,1529,0
831,20348.0,1145,0
832,21323.0,1338,0
833,19273.0,1490,1
834,24230.0,1754,0
835,24393.0,1408,1
836,21755.0,1544,0
837,21883.0,1227,0
838,23161.0,1897,1
839,20953.0,1167,0
840,23597.0,1451,0
841,,1202,0
842,23829.0,1166,0
843,24573.0,1013,0
844,18180.0,1007,0
845,,892,0
846,18445.0,1601,1
847,20972.0,1900,1
848,28482.0,1009,0
849,24408.0,1475,0
850,27614.0,1492,0
851,22145.0,1651,1
852,,1081,0
853,26068.0,1777,0
854,20094.0,1717,1
855,,1211,1
856,25597.0,1763,0
857,22281.0,1811,1
858,,1434,1
859,,1362,0
860,22267.0,1966,1
861,19743.0,1068,0
862,25734.0,1668,0
863,,1474,0
864,31233.0,1279,0
865,23228.0,731,0
866,22118.0,1540,1
867,26227.0,1303,0
868,21819.0,1357,0
869,24732.0,2094,1
870,,1603,0
871,21385.0,1564,1
872,27848.0,1537,0
873,,1561,0
874,18517.0,1442,0
875,23029.0,1721,1
876,25157.0,1076,0
877,25822.0,1209,0
878,23948.0,1184,0
879,19697.0,1202,0
880,25651.0,1544,0
881,22353.0,1183,0
882,22522.0,1542,0
883,22305.0,1781,1
884,22600.0,1609,1
885,,1667,1
886,22177.0,2149,1
887,28624.0,1510,0
888,21425.0,2067,1
889,23021.0,2002,1
890,26256.0,1426,0
891,23626.0,2034,1
892,23332.0,1350,0
893,22963.0,1396,0
894,26358.0,1428,1
895,20930.0,1544,0
896,20972.0,1678,1
897,27411.0,1862,0
898,25463.0,1634,0
899,,945,0
900,21495.0,1429,0
901,,1908,1
902,,1337,0
903,26859.0,1561,0
904,26613.0,1010,0
905,27551.0,2266,1
906,22786.0,1074,0
907,,1820,1
908,23126.0,1961,1
909,26829.0,1765,0
910,24754.0,1179,0
911,31651.0,1795,0
912,,1779,0
913,23286.0,1491,0
914,25510.0,1787,0
915,21797.0,1892,1
916,23344.0,1493,0
917,26433.0,1119,0
918,18406.0,2245,1
919,23932.0,2268,1
920,,2082,0
921,28438.0,1353,0
922,21423.0,1085,0
923,27638.0,973,1
924,19744.0,1625,0
925,26849.0,1574,0
926,24275.0,1373,0
927,,1154,0
928,25072.0,1192,0
929,27062.0,1742,0
930,,1737,0
931,,1854,0
932,32167.0,1394,0
933,25268.0,1386,0
934,22783.0,1302,0
935,32285.0,1557,0
936,24749.0,1548,0
937,22569.0,1474,0
938,16623.0,1660,1
939,20169.0,1063,0
940,23280.0,1121,0
941,22657.0,1332,0
942,23793.0,1547,0
943,22185.0,1224,0
944,20648.0,1414,0
945,25002.0,1510,0
946,25153.0,1375,0
947,23833.0,1313,0
948,29385.0,1507,0
949,27516.0,1582,0
950,25588.0,1493,0
951,20486.0,1049,0
952,21912.0,1447,0
953,22409.0,2143,0
954,26491.0,1917,1
955,,1900,1
956,24026.0,1626,0
957,25471.0,986,0
958,22258.0,2066,1
959,26803.0,1643,0
960,24333.0,1347,0
961,23428.0,1965,0
962,23902.0,1394,0
963,24836.0,1853,1
964,20557.0,1957,1
965,23475.0,1840,1
966,27373.0,1449,0
967,22429.0,1584,1
968,28137.0,1624,0
969,20184.0,1306,1
970,25729.0,1357,0
971,22312.0,1614,1
972,,1150,0
973,21276.0,1810,1
974,31316.0,1973,0
975,23632.0,1323,0
976,26325.0,2487,1
977,24280.0,1778,0
978,29074.0,1740,0
979,19669.0,2138,1
980,23182.0,1340,0
981,26401.0,1801,0
982,24955.0,1616,0
983,28215.0,1742,0
984,,1779,1
985,19867.0,1203,0
986,23778.0,730,0
987,17463.0,1369,1
988,25061.0,1636,0
989,23363.0,1528,0
990,30085.0,1306,0
991,21983.0,1462,0
992,23782.0,1756,1
993,27216.0,1126,0
994,20840.0,1858,0
995,19924.0,1754,1
996,25858.0,1380,0
997,22342.0,1137,0
998,26826.0,1884,0
999,,1503,0
1000,19587.0,1404,0
1001,,1977,1
1002,23137.0,1211,0
1003,26242.0,1473,0
1004,27990.0,1405,0
1005,24318.0,1319,0
1006,,1944,1
1007,30898.0,1745,0
1008,22784.0,1429,0
1009,,1722,0
1010,16776.0,2019,1
1011,22450.0,1135,0
1012,24709.0,1793,1
1013,25252.0,1771,0
1014,23400.0,1374,0
1015,22316.0,1496,0
1016,23016.0,883,0
1017,20892.0,1415,0
1018,18974.0,1535,0
1019,23167.0,1566,0
1020,18079.0,1759,1
1021,23519.0,2146,1
1022,19837.0,1652,1
1023,22103.0,1665,1
1024,29094.0,1785,0
1025,20738.0,1176,0
1026,22436.0,1397,0
1027,24649.0,1525,0
1028,29754.0,1640,0
1029,20858.0,1696,0
1030,23513.0,1609,1
1031,28644.0,1387,1
1032,28301.0,1392,0
1033,23977.0,1553,0
1034,29193.0,1130,0
1035,27045.0,945,0
1036,24686.0,1110,0
1037,22947.0,1393,0
1038,17782.0,1634,1
1039,26363.0,1329,0
1040,24418.0,1336,0
1041,23401.0,1231,0
1042,23970.0,1621,0
1043,25700.0,662,0
1044,27217.0,1236,1
1045,23747.0,1930,1
1046,23557.0,1610,1
1047,26572.0,1820,0
1048,21206.0,1699,1
1049,28891.0,900,0
1050,25918.0,1080,0
1051,21078.0,1063,1
1052,,1863,0
1053,25526.0,1590,0
1054,28570.0,1587,0
1055,24382.0,1384,0
1056,23592.0,961,0
1057,24610.0,1731,0
1058,24953.0,1676,1
1059,25672.0,2044,1
1060,28627.0,1610,0
1061,,1300,1
1062,28364.0,1111,0
1063,28035.0,1252,0
1064,27994.0,1634,0
1065,26242.0,1417,0
1066,22837.0,1481,0
1067,21609.0,1542,1
1068,27286.0,2005,0
1069,22708.0,2000,0
1070,24123.0,1173,0
1071,20670.0,1310,0
1072,22487.0,1689,1
1073,23455.0,1990,1
1074,26947.0,457,1
1075,22768.0,1431,0
1076,27844.0,1197,0
1077,21093.0,822,0
1078,26115.0,1629,0
1079,19570.0,1048,0
1080,22790.0,1813,1
1081,21895.0,1065,0
1082,25580.0,1637,0
1083,23215.0,1805,1
1084,18920.0,1825,1
1085,18377.0,2059,0
1086,23668.0,1690,1
1087,24686.0,1556,0
1088,,1813,1
1089,25215.0,1800,0
1090,23798.0,1478,0
1091,23928.0,1239,0
1092,27084.0,1974,1
1093,20883.0,847,0
1094,23793.0,1089,0
1095,25072.0,1973,1
1096,24254.0,1407,0
1097,,1944,0
1098,21819.0,1688,0
1099,24282.0,1609,0
1100,19574.0,1962,1
1101,28195.0,1705,0
1102,25444.0,1595,0
1103,25660.0,1567,0
1104,27743.0,1363,0
1105,23905.0,1171,0
1106,27559.0,1666,0
1107,22784.0,1227,0
1108,25931.0,1825,0
1109,22760.0,1491,0
1110,23540.0,1741,1
1111,,1340,0
1112,21099.0,895,0
1113,26423.0,1373,0
1114,24656.0,1175,0
1115,22106.0,1933,0
1116,25903.0,1833,0
1117,26830.0,2014,1
1118,,1670,1
1119,21698.0,1302,0
1120,19764.0,1570,1
1121,23570.0,1677,1
1122,21875.0,1037,0
1123,25513.0,1344,0
1124,,2192,1
1125,21049.0,1014,0
1126,22781.0,1388,0
1127,26426.0,1526,0
1128,24815.0,1789,1
1129,23622.0,1598,0
1130,22732.0,1071,0
1131,26555.0,1256,0
1132,28933.0,1364,0
1133,22038.0,1204,0
1134,,1125,0
1135,21643.0,1538,1
1136,21530.0,1504,1
1137,20515.0,1616,1
1138,20564.0,1327,0
1139,19700.0,1992,1
1140,29066.0,1677,0
1141,24674.0,1036,0
1142,21582.0,2005,0
1143,28195.0,1470,0
1144,21035.0,1398,0
1145,20547.0,1228,1
1146,27405.0,1911,0
1147,20476.0,1761,1
1148,,2011,1
1149,22953.0,1738,0
1150,23992.0,1407,0
1151,,1485,0
1152,21569.0,1891,1
1153,21201.0,1353,0
1154,28578.0,1565,1
1155,17917.0,1485,1
1156,27983.0,1690,0
1157,24776.0,1474,0
1158,23760.0,1583,0
1159,23001.0,1884,1
1160,20421.0,1945,1
1161,,1438,0
1162,22701.0,1385,0
1163,24677.0,1354,0
1164,23863.0,1796,0
1165,25844.0,898,0
1166,25781.0,1641,0
1167,20835.0,1202,0
1168,,1339,0
1169,23062.0,1444,0
1170,19882.0,1498,0
1171,21094.0,1795,0
1172,28763.0,2195,1
1173,25524.0,1253,0
1174,18018.0,1319,1
1175,,1780,0
1176,25632.0,1459,0
1177,22217.0,1390,0
1178,22254.0,1199,0
1179,27434.0,1017,0
1180,23668.0,1338,0
1181,19143.0,1422,0
1182,21745.0,2557,1
1183,28769.0,1142,0
1184,24518.0,1342,0
1185,,1463,0
1186,20337.0,1848,0
1187,,1449,0
1188,28745.0,1246,1
1189,19797.0,1626,1
1190,26216.0,1484,0
1191,26350.0,2071,0
1192,28137.0,1221,0
1193,20645.0,1801,1
